OBJECTID,DATE,PERIOD,PERLEN,EXCHID,NLAPAG1LOTOT,NLAPAG2LOTOT,NLAPAG1RESUCC,NLAPAG2RESUCC,NLAPAGERR,NLALOCSSRFLT,NLALOCTOT,NLALOCSUCC,NLALOCPRRFLT,NLALNOTOT,NLALNOSUCC,NLALNNTOT,NLALNNSUCC,NLALIOTOT,NLALIOSUCC,NLALPETOT,NLALPESUCC,NLAL2ONTOT,NLAL2NOSUCC,NLAL2IOTOT,NLAL2OISUCC,NLLALOCTOT,NLLALNOTOT,NLLALNNTOT,NLLALIOTOT,NLLALPETOT,NLLAREGSUB,NLLAATTSUB,NLLAGPRSATTSUB,NLASATSGS
4600021908,20190209,1800-0491,386,,950,36,916,9,2,0,5577,4902,0,3289,3265,695,47,564,564,1023,1022,0,0,0,0,0,0,0,0,0,18661,17718,0,14635
4600021915,20190209,1800-0491,386,,973,124,843,13,2,0,5772,5406,0,3849,3838,550,205,409,404,950,949,0,0,0,0,0,0,0,0,0,9093,8576,0,5757
4600021916,20190209,1800-0491,386,,628,144,483,10,4,0,3433,3043,0,2369,2354,334,59,133,123,504,503,0,0,0,0,0,0,0,0,0,5412,5083,0,3445
4600021917,20190209,1800-0491,386,,830,74,755,7,10,0,5600,5045,0,3699,3695,665,117,233,232,995,994,0,0,0,0,0,0,0,0,0,12846,12270,0,9553
4600054772,20190209,1800-0491,386,,0,0,0,0,0,0,3,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4600021918,20190209,1800-0491,386,,848,93,754,8,6,0,5556,5265,0,3846,3834,371,105,211,207,1119,1117,0,0,0,0,0,0,0,0,0,13969,13324,0,10235
4600054769,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600021904,20190209,1800-0491,386,,893,46,843,5,3,0,6200,5718,0,3941,3918,669,211,302,301,1276,1276,0,0,0,0,0,0,0,0,0,15975,15241,0,11629
4600021905,20190209,1800-0491,386,,1028,37,990,13,1,0,6217,5496,0,3543,3531,774,71,352,352,1528,1526,0,0,0,0,0,0,0,0,0,21135,19916,0,15848
4600022167,20190209,1800-0491,386,,701,62,642,13,2,0,5005,4183,0,2159,2145,1885,1082,121,116,836,836,0,0,0,0,0,0,0,0,0,11022,10509,0,7966
4600022162,20190209,1800-0491,386,,557,33,522,7,2,0,5560,5186,0,3673,3664,879,515,209,209,748,748,0,0,0,0,0,0,0,0,0,9818,9233,0,7007
4600021906,20190209,1800-0491,386,,406,68,336,9,1,0,3203,2858,0,2230,2224,428,89,67,67,475,475,0,0,0,0,0,0,0,0,0,4706,4484,0,3109
4600054768,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600054770,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600021911,20190209,1800-0491,386,,755,32,722,11,4,0,6339,5756,0,3975,3945,951,403,492,492,907,905,0,0,0,0,0,0,0,0,0,16306,15423,0,12824
4600021912,20190209,1800-0491,386,,1283,175,1106,15,9,0,9427,8767,0,6946,6926,863,227,284,283,1328,1327,0,0,0,0,0,0,0,0,0,16476,15684,0,11835
4600022161,20190209,1800-0491,386,,354,42,312,7,0,0,2887,2614,0,1928,1924,427,158,76,76,450,450,0,0,0,0,0,0,0,0,0,4738,4521,0,3194
4600054771,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600054774,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600021913,20190209,1800-0491,386,,2793,185,2607,52,6,0,15394,13840,0,8703,8647,2296,812,1031,1025,3285,3280,0,0,0,0,0,0,0,0,0,47896,45689,0,36368
4600021914,20190209,1800-0491,386,,2394,227,2163,26,9,0,17332,16007,0,11604,11540,1745,496,842,838,3112,3105,0,0,0,0,0,0,0,0,0,36472,34597,0,25931
4600022160,20190209,1800-0491,386,,1277,106,1167,16,2,0,10749,10016,0,8171,8140,928,229,257,255,1373,1373,0,0,0,0,0,0,0,0,0,19674,18789,0,14461
4600021919,20190209,1800-0491,386,,2681,195,2481,31,7,0,16086,14347,0,8820,8748,2759,1121,829,815,3501,3496,0,0,0,0,0,0,0,0,0,48393,46028,0,36780
4600022164,20190209,1800-0491,386,,2550,329,2226,30,5,0,19622,18646,0,14347,14316,1597,659,657,657,2989,2989,0,0,0,0,0,0,0,0,0,34822,33201,0,24516
4600022169,20190209,1800-0491,386,,1,0,1,0,0,0,16,16,0,7,7,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,7,7,0,0
4600021908,20190209,1800-0491,386,,2964,133,2831,29,8,0,17225,14993,0,10598,10518,2317,185,1134,1126,3129,3127,0,0,0,0,0,0,0,0,0,55916,53089,0,43675
4600021915,20190209,1800-0491,386,,3114,495,2615,43,7,0,17128,15596,0,11342,11315,2059,566,890,884,2818,2816,0,0,0,0,0,0,0,0,0,26978,25468,0,16966
4600021916,20190209,1800-0491,386,,1844,381,1461,20,11,0,10762,9632,0,7446,7415,1186,208,456,445,1558,1557,0,0,0,0,0,0,0,0,0,16084,15093,0,10144
4600021917,20190209,1800-0491,386,,2288,240,2043,24,28,0,16566,15399,0,11116,11078,1500,383,927,923,2989,2988,0,0,0,0,0,0,0,0,0,37926,36162,0,28238
4600054772,20190209,1800-0491,386,,0,0,0,0,0,0,7,7,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4600021918,20190209,1800-0491,386,,2489,258,2228,28,13,0,17104,16198,0,11730,11704,1184,318,837,833,3329,3327,0,0,0,0,0,0,0,0,0,41337,39315,0,30248
4600054769,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600021904,20190209,1800-0491,386,,2871,137,2725,27,8,0,18878,17338,0,11979,11913,2123,658,1004,997,3738,3738,0,0,0,0,0,0,0,0,0,48222,45875,0,34906
4600021905,20190209,1800-0491,386,,3053,98,2951,33,9,0,19639,17168,0,11075,11012,2582,210,1331,1325,4585,4579,0,0,0,0,0,0,0,0,0,63180,59482,0,47250
4600022167,20190209,1800-0491,386,,2003,155,1854,28,8,0,13709,12183,0,5993,5964,4725,3241,357,350,2617,2615,0,0,0,0,0,0,0,0,0,32972,31383,0,23622
4600022162,20190209,1800-0491,386,,2068,130,1935,21,8,0,15770,14449,0,10119,10078,2403,1402,695,614,2256,2256,0,0,0,0,0,0,0,0,0,29382,27687,0,20930
4600021906,20190209,1800-0491,386,,1165,156,1005,19,1,0,9186,8418,0,6588,6567,941,197,203,201,1446,1445,0,0,0,0,0,0,0,0,0,14052,13334,0,9300
4600054768,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600054770,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600021911,20190209,1800-0491,386,,2276,114,2156,20,8,0,18481,16617,0,11328,11239,3068,1310,1333,1326,2704,2700,0,0,0,0,0,0,0,0,0,48701,46031,0,38168
4600021912,20190209,1800-0491,386,,3856,540,3318,64,31,0,29881,28320,0,22554,22488,2131,649,1263,1262,3900,3896,0,0,0,0,0,0,0,0,0,49711,47373,0,35667
4600022161,20190209,1800-0491,386,,1152,140,1012,19,3,0,8761,8202,0,6076,6063,1031,494,329,327,1309,1306,0,0,0,0,0,0,0,0,0,14337,13636,0,9731
4600054771,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600054774,20190209,1800-0491,386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
